fips_code,name,lng,lat
2130,Ketchikan Gateway,-130.9369511,55.58672276
2150,Kodiak Island,-153.7750279,57.66653702
2164,Lake and Peninsula,-156.1888735,58.63664843
2170,Matanuska-Susitna,-149.5691006,62.31571716
2180,Nome,-164.0315808,64.91040617
2185,North Slope,-153.4702536,69.31507516
2188,Northwest Arctic,-159.724644,67.05555844
2195,Petersburg,-132.9333517,57.11988808
2198,Prince of Wales-Hyder,-133.0585096,55.81638031
2220,Sitka,-135.3151746,57.23393263
2230,Skagway,-135.3374592,59.55833766
2240,Southeast Fairbanks,-143.2069204,63.87695823
2261,Valdez-Cordova,-144.5019516,61.54964404
2270,Wade Hampton,-163.3844205,62.15704475
2275,Wrangell,-132.0310434,56.32537949
2282,Yakutat,-140.349186,59.88824845
2290,Yukon-Koyukuk,-151.3897031,65.50922918
4001,Apache,-109.488754,35.39559896
4003,Cochise,-109.7510129,31.87959362
4005,Coconino,-111.7705493,35.83875351
4007,Gila,-110.8119677,33.79996932
4009,Graham,-109.8875198,32.93295414
4011,Greenlee,-109.2401561,33.21537146
4012,La Paz,-113.981207,33.7291609
4013,Maricopa,-112.4908888,33.34875974
4015,Mohave,-113.7581706,35.70456821
4017,Navajo,-110.3213121,35.39960537
4019,Pima,-111.7896381,32.09723099
4021,Pinal,-111.34488,32.90415087
4023,Santa Cruz,-110.8466869,31.52598116
4025,Yavapai,-112.5538467,34.59969928
4027,Yuma,-113.9058099,32.76933672
5001,Arkansas,-91.37520643,34.29076839
5003,Ashley,-91.76814114,33.19120398
5005,Baxter,-92.33686558,36.28715062
5007,Benton,-94.25598718,36.33873798
5009,Boone,-93.09137415,36.30874792
5011,Bradley,-92.16229542,33.46613806
5013,Calhoun,-92.50253376,33.55786388
5015,Carroll,-93.53832319,36.34107901
5017,Chicot,-91.29365079,33.2673446
5019,Clark,-93.17667235,34.05108285
5021,Clay,-90.41718919,36.36822542
5023,Cleburne,-92.02725586,35.53853919
5025,Cleveland,-92.18489948,33.89823609
5027,Columbia,-93.22737493,33.2142428
5029,Conway,-92.70098811,35.26227905
5031,Craighead,-90.63270647,35.8310138
5033,Crawford,-94.24296995,35.588841
5035,Crittenden,-90.30924635,35.20762172
5037,Cross,-90.77181286,35.29547453
5039,Dallas,-92.65420664,33.96953994
5041,Desha,-91.2539449,33.83346926
5043,Drew,-91.71972855,33.58957425
5045,Faulkner,-92.33201857,35.14732521
5047,Franklin,-93.89070916,35.51229968
5049,Fulton,-91.81767336,36.3818346
5051,Garland,-93.15048723,34.57659951
5053,Grant,-92.42371463,34.29002049
5055,Greene,-90.55895377,36.11773282
5057,Hempstead,-93.66809039,33.73564268
5059,Hot Spring,-92.94560125,34.31751189
5061,Howard,-93.99344494,34.08897983
5063,Independence,-91.56991638,35.74143554
5065,Izard,-91.91279069,36.09526565
5067,Jackson,-91.21423884,35.59923757
5069,Jefferson,-91.93189159,34.26882203
5071,Johnson,-93.46000035,35.57001766
5073,Lafayette,-93.60684679,33.24091819
5075,Lawrence,-91.1070497,36.04103952
5077,Lee,-90.78211015,34.78064921
5079,Lincoln,-91.73333878,33.95753882
5081,Little River,-94.2339787,33.70228691
5083,Logan,-93.71630518,35.21550403
5085,Lonoke,-91.88791683,34.75441172
5087,Madison,-93.72465597,36.01103565
5089,Marion,-92.68397295,36.26842934
5091,Miller,-93.89142003,33.31200171
5093,Mississippi,-90.05430077,35.76420127
5095,Monroe,-91.20394825,34.67772323
5097,Montgomery,-93.65944523,34.53888136
5099,Nevada,-93.30697684,33.66338522
5101,Newton,-93.2178649,35.91979049
5103,Ouachita,-92.88191217,33.59337533
5105,Perry,-92.93150636,34.947251
5107,Phillips,-90.84810681,34.42853288
5109,Pike,-93.65621,34.16356461
5111,Poinsett,-90.66282507,35.57408383
5113,Polk,-94.2279123,34.48595315
5115,Pope,-93.03400145,35.4476948
5117,Prairie,-91.55194184,34.83010091
5119,Pulaski,-92.31191414,34.76993891
5121,Randolph,-91.02752205,36.34154412
5123,St. Francis,-90.74840472,35.02180511
5125,Saline,-92.67655329,34.64661779
5127,Scott,-94.06315729,34.86103868
5129,Searcy,-92.69933958,35.91115674
5131,Sebastian,-94.27397371,35.19943145
5133,Sevier,-94.24072249,33.9971421
5135,Sharp,-91.47928351,36.16124847
5137,Stone,-92.15689859,35.86003074
5139,Union,-92.59770646,33.17125929
5141,Van Buren,-92.51610324,35.58054667
5143,Washington,-94.21571712,35.97899668
5145,White,-91.74548804,35.25612459
5147,Woodruff,-91.24302721,35.18620495
5149,Yell,-93.41105962,35.00270728
6001,Alameda,-121.888612,37.64642367
6003,Alpine,-119.8206263,38.59721624
6005,Amador,-120.651296,38.44638702
6007,Butte,-121.6008508,39.66681952
6009,Calaveras,-120.554132,38.20478056
6011,Colusa,-122.2363987,39.17719198
6013,Contra Costa,-121.9281273,37.91933375
6015,Del Norte,-123.8971513,41.74323775
6017,El Dorado,-120.5247066,38.77888901
6019,Fresno,-119.6506833,36.75807672
6021,Glenn,-122.3921982,39.59788378
6023,Humboldt,-123.8755258,40.69940115
6025,Imperial,-115.3657218,33.03935669
6027,Inyo,-117.4113187,36.51173415
6029,Kern,-118.72959,35.34292819
6031,Kings,-119.8151995,36.07520008
6033,Lake,-122.7532352,39.0996887
6035,Lassen,-120.5947447,40.6733613
6037,Los Angeles,-118.224703,34.32134579
6039,Madera,-119.7624357,37.21825802
6041,Marin,-122.7234103,38.07351203
6043,Mariposa,-119.9053183,37.58143472
6045,Mendocino,-123.3914743,39.44027921
6047,Merced,-120.7175058,37.19189197
6049,Modoc,-120.7251192,41.58969344
6051,Mono,-118.8872447,37.93940061
6053,Monterey,-121.2387503,36.21711865
6055,Napa,-122.3306328,38.5065458
6057,Nevada,-120.7682923,39.30150048
6059,Orange,-117.760976,33.70311134
6061,Placer,-120.717846,39.06347097
6063,Plumas,-120.8382348,40.00422172
6065,Riverside,-115.9939021,33.74329781
6067,Sacramento,-121.3445212,38.44881725
6069,San Benito,-121.0752215,36.60559815
6071,San Bernardino,-116.1783784,34.84157876
6073,San Diego,-116.7353982,33.03386576
6075,San Francisco,-122.4396708,37.75668116
6077,San Joaquin,-121.2712102,37.9345275
6079,San Luis Obispo,-120.4042917,35.38707354
6081,San Mateo,-122.328899,37.42298018
6083,Santa Barbara,-120.0150919,34.67142103
6085,Santa Clara,-121.6951016,37.23169965
6087,Santa Cruz,-122.0017742,37.0561908
6089,Shasta,-122.0409443,40.76391106
6091,Sierra,-120.5162324,39.58019892
6093,Siskiyou,-122.5405164,41.59272613
6095,Solano,-121.9331593,38.27025048
6097,Sonoma,-122.8872965,38.52842052
6099,Stanislaus,-120.9979524,37.55851635
6101,Sutter,-121.6946189,39.03464654
6103,Tehama,-122.2338547,40.12559985
6105,Trinity,-123.1126773,40.65059444
6107,Tulare,-118.8004216,36.22081997
6109,Tuolumne,-119.9551317,38.02748982
6111,Ventura,-119.0848457,34.45474678
6113,Yolo,-121.9015118,38.68648941
6115,Yuba,-121.3508296,39.26930746
8001,Adams,-104.3375808,39.87357077
8003,Alamosa,-105.788359,37.57261807
8005,Arapahoe,-104.3385011,39.649919
8007,Archuleta,-107.0481757,37.19365584
8009,Baca,-102.5601186,37.31923997
8011,Bent,-103.0720227,37.95492416
8013,Boulder,-105.3574574,40.09241482
8014,Broomfield,-105.0532651,39.95343909
8015,Chaffee,-106.1940269,38.74728839
8017,Cheyenne,-102.6036365,38.82780723
8019,Clear Creek,-105.6447627,39.68922182
8021,Conejos,-106.1911108,37.20059578
8023,Costilla,-105.4278551,37.27823118
8025,Crowley,-103.7838298,38.32685938
8027,Custer,-105.3670379,38.10882281
8029,Delta,-107.8629449,38.86135647
8031,Denver,-104.8760248,39.76129114
8033,Dolores,-108.5173886,37.75208472
8035,Douglas,-104.92921,39.32970828
8037,Eagle,-106.6953848,39.62801893
8039,Elbert,-104.1351629,39.2863996
8041,El Paso,-104.5257538,38.83242336
8043,Fremont,-105.4399703,38.47306423
8045,Garfield,-107.9036205,39.59941978
8047,Gilpin,-105.5221395,39.85721134
8049,Grand,-106.1184564,40.10246658
8051,Gunnison,-107.0316959,38.66684745
8053,Hinsdale,-107.3003579,37.82131615
8055,Huerfano,-104.9607082,37.68484082
8057,Jackson,-106.3427076,40.66623861
8059,Jefferson,-105.2504738,39.58646067
8061,Kiowa,-102.7389041,38.43263854
8063,Kit Carson,-102.60233,39.30507096
8065,Lake,-106.344854,39.20226223
8067,La Plata,-107.843327,37.28655123
8069,Larimer,-105.4615545,40.6665145
8071,Las Animas,-104.0385309,37.31577175
8073,Lincoln,-103.5137335,38.98742236
8075,Logan,-103.1101132,40.72463929
8077,Mesa,-108.4664844,39.01825229
8079,Mineral,-106.9241901,37.66954135
8081,Moffat,-108.2075581,40.61858161
8083,Montezuma,-108.5964924,37.33893986
8085,Montrose,-108.2688129,38.4024194
8087,Morgan,-103.8102221,40.26279879
8089,Otero,-103.7166632,37.90245342
8091,Ouray,-107.7693048,38.15498465
8093,Park,-105.7172304,39.11969049
8095,Phillips,-102.3573987,40.59394842
8097,Pitkin,-106.9159345,39.21732141
8099,Prowers,-102.3932762,37.95519022
8101,Pueblo,-104.5124892,38.17377693
8103,Rio Blanco,-108.2172628,39.97993245
8105,Rio Grande,-106.3829289,37.58223621
8107,Routt,-106.9915083,40.48549841
8109,Saguache,-106.2809773,38.08034572
8111,San Juan,-107.6759098,37.7637698
8113,San Miguel,-108.405806,38.00399367
8115,Sedgwick,-102.3519638,40.87598057
8117,Summit,-106.1163363,39.63420352
8119,Teller,-105.1619203,38.88227296
8121,Washington,-103.2015041,39.97109881
8123,Weld,-104.3930144,40.55487277
8125,Yuma,-102.4246098,40.00284508
9001,Fairfield,-73.38919037,41.26973285
9003,Hartford,-72.73301048,41.80669859
9005,Litchfield,-73.24526767,41.79242134
9007,Middlesex,-72.5354823,41.46358412
9009,New Haven,-72.93235204,41.41072833
9011,New London,-72.10232387,41.48708483
9013,Tolland,-72.33642171,41.85510643
9015,Windham,-71.98737539,41.83006633
10001,Kent,-75.56844621,39.08639126
10003,New Castle,-75.64791441,39.58150592
10005,Sussex,-75.38998106,38.66089142
11001,District of Columbia,-77.01629654,38.90478149
12001,Alachua,-82.35823348,29.67497355
12003,Baker,-82.28452499,30.3309289
12005,Bay,-85.62005473,30.26520819
12007,Bradford,-82.16822073,29.94967764
12009,Brevard,-80.73218698,28.29324349
12011,Broward,-80.48723143,26.15220703
12013,Calhoun,-85.19679907,30.40604523
12015,Charlotte,-81.91185513,26.90579274
12017,Citrus,-82.47793438,28.84873662
12019,Clay,-81.85783045,29.98317912
12021,Collier,-81.34769003,26.11069361
12023,Columbia,-82.62162029,30.22445638
12027,DeSoto,-81.80959835,27.18691656
12029,Dixie,-83.15870461,29.60806814
12031,Duval,-81.67063889,30.33214142
12033,Escambia,-87.36273986,30.66830369
12035,Flagler,-81.31358003,29.46163468
12037,Franklin,-84.82018866,29.8613762
12039,Gadsden,-84.61383904,30.57930999
12041,Gilchrist,-82.80043459,29.72600841
12043,Glades,-81.1889838,26.95642237
12045,Gulf,-85.23056011,29.95068747
12047,Hamilton,-82.94763284,30.49612932
12049,Hardee,-81.80953792,27.49319733
12051,Hendry,-81.16511547,26.55374425
12053,Hernando,-82.42535431,28.55404893
12055,Highlands,-81.34078347,27.3428855
12057,Hillsborough,-82.30867294,27.92948052
12059,Holmes,-85.81424864,30.86794622
12061,Indian River,-80.60559316,27.69396994
12063,Jackson,-85.21596518,30.79547704
12065,Jefferson,-83.89500601,30.43779668
12067,Lafayette,-83.18086561,29.98555842
12069,Lake,-81.71135257,28.76121706
12071,Lee,-81.84068841,26.57801557
12073,Leon,-84.27761309,30.45806493
12075,Levy,-82.74249558,29.31952768
12077,Liberty,-84.88318825,30.24145856
12079,Madison,-83.46989512,30.44431386
12081,Manatee,-82.31571914,27.47189899
12083,Marion,-82.05662463,29.21028272
12085,Martin,-80.43133534,27.07737178
12086,Miami-Dade,-80.55914415,25.61511557
12087,Monroe,-81.12021765,25.27277607
12089,Nassau,-81.80190989,30.61062054
12091,Okaloosa,-86.59219666,30.69101554
12093,Okeechobee,-80.88873614,27.3866315
12095,Orange,-81.32311592,28.51429239
12097,Osceola,-81.14924253,28.06245875
12099,Palm Beach,-80.46503899,26.64741122
12101,Pasco,-82.3964731,28.30833195
12103,Pinellas,-82.73164012,27.92895178
12105,Polk,-81.69711072,27.94872638
12107,Putnam,-81.7442726,29.60884076
12109,St. Johns,-81.4405388,29.90168542
12111,St. Lucie,-80.47111892,27.377528
12113,Santa Rosa,-87.02194752,30.70016907
12115,Sarasota,-82.33141981,27.18432942
12117,Seminole,-81.23634611,28.71682625
12119,Sumter,-82.08128977,28.70520781
12121,Suwannee,-82.99147597,30.19562156
12123,Taylor,-83.60328684,30.04712958
12125,Union,-82.37209886,30.04340869
12127,Volusia,-81.18197434,29.05852431
12129,Wakulla,-84.40005301,30.16603091
12131,Walton,-86.17009489,30.64341925
12133,Washington,-85.66575949,30.61054912
13001,Appling,-82.28874491,31.749434
13003,Atkinson,-82.88008089,31.29704319
13005,Bacon,-82.45269728,31.55377644
13007,Baker,-84.44486551,31.32631349
13009,Baldwin,-83.24970322,33.06940962
13011,Banks,-83.49753835,34.35397657
13013,Barrow,-83.71288108,33.99268452
13015,Bartow,-84.84068937,34.23786814
13017,Ben Hill,-83.22027638,31.75972075
13019,Berrien,-83.22972091,31.27569067
13021,Bibb,-83.69682554,32.80691473
13023,Bleckley,-83.32769512,32.43444176
13025,Brantley,-81.98175207,31.19714296
13027,Brooks,-83.57966245,30.84191162
13029,Bryan,-81.44364706,32.0140721
13031,Bulloch,-81.74304725,32.39689006
13033,Burke,-82.00066679,33.0611801
13035,Butts,-83.95691187,33.28698774
13037,Calhoun,-84.62376804,31.52887387
13039,Camden,-81.67060271,30.93041791
13043,Candler,-82.07387018,32.40345007
13045,Carroll,-85.07980892,33.58246933
13047,Catoosa,-85.13865749,34.90377849
13049,Charlton,-82.13757286,30.7815722
13051,Chatham,-81.13247732,32.00445256
13053,Chattahoochee,-84.78680953,32.34694534
13055,Chattooga,-85.34522718,34.47504069
13057,Cherokee,-84.47621286,34.24473392
13059,Clarke,-83.36755873,33.95097841
13061,Clay,-84.97811756,31.62573219
13063,Clayton,-84.35751271,33.54043935
13065,Clinch,-82.7064204,30.91504263
13067,Cobb,-84.57652963,33.94183776
13069,Coffee,-82.84967311,31.54918005
13071,Colquitt,-83.76886209,31.18832547
13073,Columbia,-82.26371951,33.54404762
13075,Cook,-83.43069759,31.15408665
13077,Coweta,-84.76342787,33.35346702
13079,Crawford,-83.98612506,32.71431882
13081,Crisp,-83.76727919,31.92287244
13083,Dade,-85.50458952,34.85458429
13085,Dawson,-84.17073385,34.44409815
13087,Decatur,-84.5795682,30.87807864
13089,DeKalb,-84.22665212,33.77122192
13091,Dodge,-83.16860598,32.17208946
13093,Dooly,-83.79901736,32.15728777
13095,Dougherty,-84.21604918,31.53329476
13097,Douglas,-84.76851394,33.7021135
13099,Early,-84.90423978,31.32317406
13101,Echols,-82.89413878,30.70991003
13103,Effingham,-81.34134143,32.3672031
13105,Elbert,-82.83992664,34.11635114
13107,Emanuel,-82.30173104,32.58963191
13109,Evans,-81.88687929,32.1569194
13111,Fannin,-84.31929617,34.86412558
13113,Fayette,-84.49428463,33.41303536
13115,Floyd,-85.21440801,34.26315113
13117,Forsyth,-84.12468922,34.2256545
13119,Franklin,-83.2291908,34.37559112
13121,Fulton,-84.46714878,33.79038574
13123,Gilmer,-84.45574304,34.6914172
13125,Glascock,-82.61046209,33.22935427
13127,Glynn,-81.53985797,31.23071711
13129,Gordon,-84.87632767,34.50374908
13131,Grady,-84.23475065,30.87476853
13133,Greene,-83.16678441,33.57887215
13135,Gwinnett,-84.02400746,33.9614268
13137,Habersham,-83.53054815,34.63090057
13139,Hall,-83.819838,34.31734176
13141,Hancock,-83.00098883,33.27020552
13143,Haralson,-85.21085788,33.79399282
13145,Harris,-84.9082899,32.73613817
13147,Hart,-82.96402556,34.35058893
13149,Heard,-85.12848262,33.296853
13151,Henry,-84.15307775,33.45278905
13153,Houston,-83.66625831,32.45919716
13155,Irwin,-83.2762524,31.60235727
13157,Jackson,-83.56602206,34.1338612
13159,Jasper,-83.68792053,33.31633785
13161,Jeff Davis,-82.63685771,31.8053696
13163,Jefferson,-82.41823729,33.05432827
13165,Jenkins,-81.96350449,32.79247176
13167,Johnson,-82.66017474,32.70148912
13169,Jones,-83.56057299,33.0254599
13171,Lamar,-84.13960587,33.07619286
13173,Lanier,-83.06330638,31.03799605
13175,Laurens,-82.92233434,32.46355824
13177,Lee,-84.14092773,31.77942972
13179,Liberty,-81.49463778,31.82777126
13181,Lincoln,-82.451183,33.79324552
13183,Long,-81.7454462,31.75246506
13185,Lowndes,-83.26738819,30.83391096
13187,Lumpkin,-84.00327535,34.57241644
13189,McDuffie,-82.4818329,33.48313346
13191,McIntosh,-81.40719089,31.49489855
13193,Macon,-84.04282299,32.35871148
13195,Madison,-83.20833143,34.12798628
13197,Marion,-84.52462573,32.35300898
13199,Meriwether,-84.68849214,33.04118311
13201,Miller,-84.73106803,31.16479534
13205,Mitchell,-84.19466894,31.22513235
13207,Monroe,-83.91905929,33.0139317
13209,Montgomery,-82.53452747,32.17325981
13211,Morgan,-83.49227858,33.5909479
13213,Murray,-84.74799528,34.78861644
13215,Muscogee,-84.87620281,32.51001825
13217,Newton,-83.85005873,33.55492575
13219,Oconee,-83.43706988,33.83506881
13221,Oglethorpe,-83.08144741,33.88064398
13223,Paulding,-84.86736714,33.92082846
13225,Peach,-83.82790492,32.56840679
13227,Pickens,-84.46567239,34.46423209
13229,Pierce,-82.2134274,31.35837358
13231,Pike,-84.38908484,33.09206899
13233,Polk,-85.18805562,34.00190077
13235,Pulaski,-83.47580638,32.23213302
13237,Putnam,-83.37315585,33.32175332
13239,Quitman,-85.01684071,31.86629277
13241,Rabun,-83.40264155,34.88165754
13243,Randolph,-84.75379101,31.7621807
13245,Richmond,-82.07386121,33.35950332
13247,Rockdale,-84.02657025,33.65414105
13249,Schley,-84.31547114,32.26331654
13251,Screven,-81.61169117,32.75107817
13253,Seminole,-84.86850436,30.93897842
13255,Spalding,-84.28381621,33.26065533
13257,Stephens,-83.29303308,34.55397748
13259,Stewart,-84.83395276,32.07839601
13261,Sumter,-84.19615662,32.04008071
13263,Talbot,-84.53322383,32.69944401
13265,Taliaferro,-82.87900052,33.566347
13267,Tattnall,-82.05794341,32.04578293
13269,Taylor,-84.25102911,32.55610793
13271,Telfair,-82.93880265,31.92997221
13273,Terrell,-84.43693855,31.77710794
13275,Thomas,-83.91853341,30.86359281
13277,Tift,-83.52652261,31.45751029
13279,Toombs,-82.33096121,32.12156708
13281,Towns,-83.73739141,34.91666684
13283,Treutlen,-82.56783271,32.40331611
13285,Troup,-85.02873581,33.03346388
13287,Turner,-83.62479675,31.7164981
13289,Twiggs,-83.42729345,32.66724559
13291,Union,-83.99038243,34.83375049
13293,Upson,-84.29964447,32.88096475
13295,Walker,-85.30084531,34.73561638
13297,Walton,-83.73367264,33.78121226
13299,Ware,-82.42364479,31.05375667
13301,Warren,-82.67696672,33.40868082
13303,Washington,-82.79573433,32.96958544
13305,Wayne,-81.91710568,31.55172562
13307,Webster,-84.55001221,32.04630599
13309,Wheeler,-82.72430717,32.11657577
13311,White,-83.74657149,34.64590613
13313,Whitfield,-84.96674982,34.80650119
13315,Wilcox,-83.43204775,31.97280479
13317,Wilkes,-82.74345686,33.78219274
13319,Wilkinson,-83.17090856,32.80234579
13321,Worth,-83.8509648,31.55124636
15001,Hawaii,-155.5211676,19.60123507
15003,Honolulu,-157.9746934,21.45879706
15005,Kalawao,-156.9493744,21.17295672
15007,Kauai,-159.5957496,22.03978487
15009,Maui,-156.5692176,20.86402572
16001,Ada,-116.241035,43.45084054
16003,Adams,-116.4539483,44.88931492
16005,Bannock,-112.2247491,42.6686619
16007,Bear Lake,-111.3294847,42.28476453
16009,Benewah,-116.6586207,47.21772961
16011,Bingham,-112.3976535,43.21643996
16013,Blaine,-113.980642,43.41242641
16015,Boise,-115.730321,43.98909247
16017,Bonner,-116.6009928,48.2996896
16019,Bonneville,-111.6147928,43.38792191
16021,Boundary,-116.4627525,48.766998
16023,Butte,-113.1719663,43.72266581
16025,Camas,-114.8053772,43.46356926
16027,Canyon,-116.7092162,43.6251769
16029,Caribou,-111.5621762,42.77049766
16031,Cassia,-113.6013217,42.28381567
16033,Clark,-112.3520136,44.28409003
16035,Clearwater,-115.656021,46.67349275
16037,Custer,-114.2816427,44.24147306
16039,Elmore,-115.4691486,43.35417471
16041,Franklin,-111.8131009,42.18121994
16043,Fremont,-111.4821032,44.22898675
16045,Gem,-116.3979457,44.0602805
16047,Gooding,-114.8116615,42.97094353
16049,Idaho,-115.4671964,45.84388002
16051,Jefferson,-112.3114205,43.82027224
16053,Jerome,-114.2642648,42.68974614
16055,Kootenai,-116.7000308,47.6744641
16057,Latah,-116.7117113,46.81645625
16059,Lemhi,-113.9335998,44.9436279
16061,Lewis,-116.4267621,46.2366682
16063,Lincoln,-114.1383193,43.00232711
16065,Madison,-111.6592182,43.78411982
16067,Minidoka,-113.6374976,42.85441649
16069,Nez Perce,-116.7498104,46.32729495
16071,Oneida,-112.5395749,42.19490877
16073,Owyhee,-116.1698327,42.58161924
16075,Payette,-116.7604309,44.00714137
16077,Power,-112.8410539,42.69368252
16079,Shoshone,-115.8911361,47.35176251
16081,Teton,-111.2078712,43.7599238
16083,Twin Falls,-114.6681729,42.35608428
16085,Valley,-115.5662454,44.76650867
16087,Washington,-116.7847747,44.45250794
17001,Adams,-91.18842478,39.98808185
17003,Alexander,-89.33759146,37.19162505
17005,Bond,-89.43566372,38.88688243
17007,Boone,-88.82348512,42.32294195
17009,Brown,-90.75018804,39.96180493
17011,Bureau,-89.52841534,41.40406966
17013,Calhoun,-90.66743491,39.16895789
17015,Carroll,-89.93380816,42.06794659
17017,Cass,-90.24761202,39.97376092
17019,Champaign,-88.19947606,40.13984863
17021,Christian,-89.27760111,39.54582799
17023,Clark,-87.7878617,39.33402321
17025,Clay,-88.49033998,38.75410733
17027,Clinton,-89.4229686,38.60632268
17029,Coles,-88.22141023,39.52086003
17031,Cook,-87.81698762,41.84005007
17033,Crawford,-87.75932466,39.00382453
17035,Cumberland,-88.24032182,39.27402319
17037,DeKalb,-88.76979995,41.8933691
17039,De Witt,-88.90408529,40.17434051
17041,Douglas,-88.21756136,39.7695478
17043,DuPage,-88.08563421,41.85173736
17045,Edgar,-87.74546531,39.67865165
17047,Edwards,-88.05369238,38.41619684
17049,Effingham,-88.58969703,39.05935691
17051,Fayette,-89.02441763,39.0000587
17053,Ford,-88.22313426,40.59686492
17055,Franklin,-88.9239703,37.99202257
17057,Fulton,-90.20749434,40.47248529
17059,Gallatin,-88.23082016,37.76253711
17061,Greene,-90.39051245,39.3563746
17063,Grundy,-88.41891328,41.2856038
17065,Hamilton,-88.53883373,38.08163641
17067,Hancock,-91.16472529,40.40370799
17069,Hardin,-88.26669526,37.51807977
17071,Henderson,-90.92497453,40.81804873
17073,Henry,-90.13161776,41.35314875
17075,Iroquois,-87.82452537,40.74732578
17077,Jackson,-89.38232705,37.78505462
17079,Jasper,-88.15377894,39.01061641
17081,Jefferson,-88.92397205,38.30019275
17083,Jersey,-90.3567923,39.0855748
17085,Jo Daviess,-90.21246462,42.36542788
17087,Johnson,-88.88074567,37.45959866
17089,Kane,-88.42861217,41.93895003
17091,Kankakee,-87.86189197,41.13747976
17093,Kendall,-88.42879892,41.59088826
17095,Knox,-90.2133034,40.93148779
17097,Lake,-88.00373142,42.32318039
17099,LaSalle,-88.88623869,41.34406943
17101,Lawrence,-87.72698819,38.72048612
17103,Lee,-89.29939757,41.74622905
17105,Livingston,-88.55786997,40.89167342
17107,Logan,-89.36775244,40.12467469
17109,McDonough,-90.67775541,40.45674722
17111,McHenry,-88.45263983,42.32444631
17113,McLean,-88.84769482,40.49061752
17115,Macon,-88.96174804,39.85999062
17117,Macoupin,-89.92459485,39.26136043
17119,Madison,-89.90510951,38.83016798
17121,Marion,-88.91900564,38.64962591
17123,Marshall,-89.34481931,41.03327407
17125,Mason,-89.91665526,40.23934407
17127,Massac,-88.70754316,37.21923954
17129,Menard,-89.80172848,40.02711636
17131,Mercer,-90.74108384,41.20543704
